Document_Segment,Segment
1-s2.0-S235198941500102X-main.pdf.tei_64,"(%)', '100', '78.02', '88.73', '84.04', '99.52', '99.83', '99.83', '100', None]}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_2', 'head': 'Table 3', 'label': '3', 'figDesc': 'Area, magnitude and rates of LULC changes in the Wildlife Reserve of Bontioli.', 'table': {'row': [{'cell': ['[Land cover]', 'Area (ha)', None, None, 'Magnitude (ha)', None, None, {'@cols': '2', '#text': 'Rate per annum (%)'}, None]}, {'cell': [None, '1984', '2001', '2013', '84-01', '01-13', '84-13', '84-01', '01-13', '84-13']}, {'cell': ['Woodland', '992.34', '773.82', '798.64', '-218.52', '24.82', '-193.7', '-1.3', '+0.27', '-0.67']}, {'cell': ['Gallery [forest]', '366.93', '348.48', '298.53', '-18.45', '-49.95', '-68.4', '-0.3', '-1.19', '-0.64']}, {'cell': ['[Water] body', '32.31', '22.23', '60.66', '-10.08', '+38.43', '+28.35', '-1.84', '+14.41', '+3.03']}, {'cell': ['Tree savannas', '7715.61', '9069.39', '7046.48', '+1353.78', '-2022.91', '-669.13', '+1.03', '-1.86', '-0.3']}, {'cell': ['Shrub savannas', '3344.13', '2003.67', '1900.78', '-1340.46', '-102.89', '-1443.35', '-2.36', '-0.43', '-1.49']}, {'cell': ['Grass savannas', '1228.68', '848.52', '1820.16', '-380.16', '+971.64', '+591.48', '-1.82', '+9.54', '+1.66']}, {'cell': ['[Bare soil]', '96.75', '114.93', '164.16', '+18.18', '+49.23', '+67.41', '+1.11', '+3.57', '+2.4']}, {'cell': ['Farm/[fallow]', '2.97', '649.8', '1740.62', '+646.83', '+1090.82', '+1737.65', '+1281.11', '+13.99', '+2017.47']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 4', 'label': '4', 'figDesc': 'Chi-Square (χ 2 ) goodness of fit test for the LULC changes in the Wildlife Reserve of Bontioli"
1-s2.0-S0006320709005400-main.pdf.tei_88,"More species of flying beetles, fewer canopy beetle species and slightly fewer leaf-litter ant species were collected from the clearcut plots than from near-primary [forest] "
1-s2.0-S0301479717300713-main.pdf.tei_230,Its bucket irrigation most of the time; meaning you fetch [water]
1-s2.0-S0301479717300713-main.pdf.tei_130,"This could be a school and the back of the school which is still school ground, a family member is saying ""I have to cultivate [maize] or [groundnuts] here because I don\'t have land"""
1-s2.0-S0304387816300670-main.pdf.tei_167,"So while the results are not inconsistent with the hypothesized mechanism, they and the test itself do not seem compelling.', ""For the longer-term migration question, we consider [urban] residents who report moving from a rural area to their present location"
1-s2.0-S0006320709005400-main.pdf.tei_26,"For example, in Côte d'Ivoire, the road infrastructure left by the timber concessionaries facilitated, at least in part, the influx of agricultural migrants from the [savannah] regions of Côte d'Ivoire, Burkina Faso, and Mali which led to agricultural expansion, particularly of cocoa and coffee Coffea robusta, causing rapid [deforestation] "
1-s2.0-S0303243414001718-main.pdf.tei_23,This reflects major [land use ]changes in the Seno Plain during the twentieth century due to population increase and the spreading of settlements
1-s2.0-S0006320709005400-main.pdf.tei_103,"Such descriptive studies need to include a deeper understanding of the causes of species turnover patterns, together with work on the functional importance of biodiversity in these landscapes.'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '4.2.', '#text': 'Multi-functional landscapes'}, 'p': [{'ref': [{'@type': 'bibr', '@target': '#b20', '#text': '(Clark et al., 2009;'}, {'@type': 'bibr', '@target': '#b62', '#text': 'Malcolm and Ray, 2000)'}, {'@type': 'bibr', '@target': '#b23', '#text': '(Decher, 1997)'}, {'@type': 'bibr', '@target': '#b37', '#text': '(Green et al., 2005;'}, {'@type': 'bibr', '@target': '#b69', '#text': 'Norris, 2008)'}], '#text': 'The fact that all biodiversity groups show species loss and turnover as intact [forest] is converted to other land-uses implies that the protection of intact, dense [forest] has to be part of any biodiversity conservation strategy in the region designed to protect [forest] biodiversity"
1-s2.0-S0168192311001122-main.pdf.tei_72,"In some communes like Kopargo and Kouande, which are close to the [urban] zone of Djougou, the yield decrease attains 30%, while in other communes, which are less affected by the demographic pressure and the expansion of cropland the decrease is below 10% (Pehonko in L1 and Tchaourou in L1 and L3) (Fig"
1-s2.0-S0169204617300270-main.pdf.tei_99,[Roads] as drivers of [urban] development were rated with low confidence level for the Bolgatanga area and with medium confidence for the Takoradi area
1-s2.0-S0301479717300713-main.pdf.tei_125,"The data described here provide information on the importance (to be considered in the modelling approach), interlinkages and the impact of drivers of [land use ]and [land cover] change on [land use ]types and selected ecosystem services.', 'Annex 3"
1-s2.0-S0168192311001122-main.pdf.tei_108,"Nevertheless, the results of the combined scenarios are alarming findings which may threaten the agricultural sector and food security of the whole country.'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '5.', '#text': 'Conclusions'}, 'p': 'The comparison of simulation results using climate and [land use ]scenarios for low-input [fallow] systems in the sub-humid [savanna] of West Africa shows that the expected expansion of cropland and the simultaneous reduction of [fallow] land will have detrimental effects on [crop] yields in the coming decades, provided that the current low-input [fallow] systems are maintained"
1-s2.0-S0140196313000608-main.pdf.tei_12,"These include, for example, the image of vicious circles of [crop] land encroachment and land degradation, prompted by population pressure and low rainfall, leading to excessive expansion of fields onto marginal land, which in turn leads to irreversible degradation of the natural resource base, lower productivity, and the need for larger areas to sustain the population"
1-s2.0-S030438781000043X-mainext.pdf.tei_59,This is due to inclusion of the interaction terms; if these are dropped then female plots are left [fallow] for shorter periods but also cultivated for fewer years
1-s2.0-S0304387816300670-main.pdf.tei_17,"If, however, local towns exist only to provide [agriculture] with local services not traded across districts, then a decline in moisture has little or no effect on [city] population because the two sectors are not in competition for labor for tradable activity"
1-s2.0-S0140196313000608-main.pdf.tei_116,"As such, the impact of [crop] land increase is land degradation; the impact of the stability of [crop] land is the development of soil and [water] management practices AND reduced [fallow] length.'}]
      figure: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', '@xml:id': 'fig_0', 'head': 'Fig"
1-s2.0-S0264837701000205-main.pdf.tei_6,"They may be caused by natural processes , but increasingly important is the impact of human [land use ]aimed at producing agricultural products.""}, {'ref': [{'@type': 'bibr', '#text': '(Copan, 1974;'}, {'@type': 'bibr', '@target': '#b18', '#text': 'Hare, 1985)'}, {'@type': 'bibr', '@target': '#b52', '#text': '(Scott, 1979;'}, {'@type': 'bibr', '@target': '#b66', '#text': 'Vierich and Stoop, 1990;'}, {'@type': 'bibr', '@target': '#b55', '#text': 'Snrech, 1994;'}, {'@type': 'bibr', '@target': '#b67', '#text': 'Webber, 1996)'}, {'@type': 'bibr', '@target': '#b66', '#text': '(Vierich and Stoop, 1990)'}, {'@type': 'bibr', '#text': '(Greenland et al., 1994), etc'}], '#text': 'Sweeping generalisations, related to possible interference between socio-economic alterations, human use of resources, degradation of the environments and negative feedbacks that exacerbate the climatic stress , have been brought forward to describe the development trajectories in contemporary Sudano-Sahelian agricultural landscapes"
1-s2.0-S0140196313000608-main.pdf.tei_38,"Policies that underestimate the pastoral productivity and pastoral contribution to the national economy ) and overestimate the negative impacts of grazing on the ecology  contribute to the ongoing process of pastoral marginalization.""}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.', '#text': 'Cropping decisions: theoretical perspectives'}, 'p': {'ref': [{'@type': 'bibr', '@target': '#b86', '#text': '(Turner et al., 2007)'}, {'@type': 'bibr', '@target': '#b8', '#text': 'Bilsborrow and Ogendo, 1992;'}, {'@type': 'bibr', '@target': '#b12', '#text': 'Boserup, 1965;'}, {'@type': 'bibr', '@target': '#b53', '#text': 'Netting, 1993)'}, {'@type': 'bibr', '@target': '#b42', '#text': ""Malthus's (1798)""}, {'@type': 'bibr', '@target': '#b12', '#text': 'Boserup (1965)'}, {'@type': 'bibr', '@target': '#b0', '#text': 'Adams and Mortimore, 1997;'}, {'@type': 'bibr', '@target': '#b53', '#text': 'Netting, 1993;'}, {'@type': 'bibr', '@target': '#b84', '#text': 'Turner et al., 1977'}, {'@type': 'bibr', '#text': 'Turner et al., , 1993;;'}, {'@type': 'bibr', '@target': '#b91', '#text': 'Wiggins, 1995)'}, {'@type': 'bibr', '@target': '#b78', '#text': '(Stone, 2001)'}, {'@type': 'bibr', '@target': '#b53', '#text': '(Netting, 1993)'}, {'@type': 'bibr', '@target': '#b9', '#text': 'Blaikie and Brookfield (1987)'}, {'@type': 'bibr', '@target': '#b38', '#text': '(Keys and McConnell, 2005)'}, {'@type': 'bibr', '@target': '#b64', '#text': '(Reenberg, 1999)'}], '#text': ""[Land use ]practices are known to be closely linked to especially the population , and the use of land has been dealt with in length in the literature about agrarian change (e.g"
1-s2.0-S0140196322000143-main.pdf.tei_86,This decrease affects all [land use ]types but is prominent in rangelands
1-s2.0-S0140196313000608-main.pdf.tei_75,"In Kouonbaka, Mali, the growth of the area's population has increased the pressure on arable land (population density rose linearly from 18 to 34 persons per km 2 between 1967 and 2003), mainly related to the increased demand for millet and [sorghum] production .""}, {'ref': [{'@type': 'bibr', '@target': '#b79', '#text': '(Tappan and McGahuey, 2007)'}, {'@type': 'bibr', '@target': '#b44', '#text': 'Mazzucato and Niemeijer (2002)'}, {'@type': 'bibr', '@target': '#b30', '#text': '(Gray, 1999)'}], '#text': 'Stable [crop] land despite increased population density is mainly observed in cases where farmers were able to intensify production for international markets (particularly where the plough was successfully introduced) and farmers were able to diversify, or else where arable land had already been saturated"
1-s2.0-S0304387816300670-main.pdf.tei_111,"In arid areas, moisture increases reduce [urbanization] while for moist districts the net effect is actually positive, though not significant.'}, {'ref': [{'@type': 'table', '#text': '4'}, {'@type': 'table', '@target': '#tab_1', '#text': '2'}, {'@type': 'table', '#text': '4'}, {'@type': 'table', '@target': '#tab_1', '#text': '2'}], '#text': 'Columns 2 and 3 of Table  combine the two sources of heterogeneity, to distinguish industrialization effects in arid versus moist areas, using the two different measures of industry"
1-s2.0-S0168192311001122-main.pdf.tei_7,"Based on the projected ratio of [fallow] and cropland, trends of [maize] yield for the three [land use ]scenarios were calculated using the EPIC (Environmental Policy Integrated Climate) model coupled with a spatial database"
1-s2.0-S0304387816300670-main.pdf.tei_24," The DHS do not have the data needed to properly study climate and weather effects on rural-[urban] migration, but the evidence we discuss is broadly consistent with our hypothesized mechanism.'}, ""While our analysis necessarily focuses on the impacts of past climate variability, the specter of future climate change is a strong motivation"
1-s2.0-S0169204617300270-main.pdf.tei_71,"We can identify [urban] sprawl through the use of different methods with the following characteristics: a [land use ]and [land cover] change with low but scattered building density, uneven building sizes, mixed land uses, and their negative effect on the environment and people "
1-s2.0-S016788090800131X-main.pdf.tei_53,"One important consequence of this conversion is the degradation of Sissili protected [forest] in addition to the increasing illegal activities such as charcoal production, hunting, and bush fire occurring each year.'}, {'ref': [{'@type': 'bibr', '@target': '#b22', '#text': '(Kamuanga et al., 2001)'}, {'@type': 'bibr', '@target': '#b51', '#text': '(Zougouri, 2006)'}, {'@type': 'bibr', '@target': '#b25', '#text': '(Mathieu, 2001;'}, {'@type': 'bibr', '@target': '#b1', '#text': 'Bologo, 2004)'}, {'@type': 'bibr', '#text': 'Act of 1984'}, {'@type': 'bibr', '#text': ', revised in 1991'}, {'@type': 'bibr', '@target': '#b35', '#text': 'and 1996'}, {'@type': 'bibr', '@target': '#b32', '#text': '(Ouedraogo, 2002)'}], '#text': 'The second important factor is the increasing pressure from grazing"
1-s2.0-S0304387816300670-main.pdf.tei_11,The first question is whether adverse changes in climate push people out of rural areas into [urban] areas
1-s2.0-S0167880913003502-main.pdf.tei_94,"Though pesticides in runoff have been reduced by 40 to 70% with NT, the concentration of pesticides in runoff [water] can be higher than with CT, the overall impact is less clear "
1-s2.0-S0303243414001718-main.pdf.tei_31,These former bush-[fallow] areas were found to be [fallow] in December 2011 and are only used in a rotational cycle of three to six years
1-s2.0-S016788090800131X-main.pdf.tei_26,"To characterize the farming system, farmers were interviewed about their farm conditions such the length of [cultivation] time, the type of [crop] cultivated, farming techniques, as well as the land tenure issues and ownership"
1-s2.0-S0169204617300270-main.pdf.tei_74,"The experts were also chosen according to availability and willingness to contribute to our study.', {'ref': {'@type': 'table', '@target': '#tab_1', '#text': '2'}, '#text': 'Our focus group consisted of two groups: (1) [land use ]planning experts at the district level to obtain a clear understanding of [urban] development in the context of the process of formal and informal [land use ]planning, and (2) representatives of organisations with legal and cultural mandates in [land use ]planning at different levels of statutory planning"
1-s2.0-S0303243414001718-main.pdf.tei_13,"These trees (mainly Adansonia digitata, Balanites aegyptiaca, Borassus aethiopum, Faidherbia albida) are carefully protected by villagers as they provide shade, soil nutrients, [fruit], and wood "
1-s2.0-S235198941500102X-main.pdf.tei_43,The need for new settlements and land for [cultivation] and grazing threatens the existing vegetation cover
1-s2.0-S0264837701000205-main.pdf.tei_16,"If vacant land is available or if land is obtained by conflict or forcing out other users, the population density will remain low and allow the cultivators to continue their labour-efficient [land use ]practice.'}, {'ref': [{'@type': 'bibr', '@target': '#b49', '#text': '(Richards, 1988)'}, {'@type': 'bibr', '#text': '(Claude et al., 1991;'}, {'@type': 'bibr', '@target': '#b47', '#text': 'Reenberg and Paarup-Laursen, 1997)'}, {'@type': 'bibr', '@target': '#b4', '#text': '(Berry, 1993;'}, {'@type': 'bibr', '@target': '#b56', '#text': 'Snyder, 1996;'}, {'@type': 'bibr', '@target': '#b28', '#text': 'Mazzucato and Niemeijer, 2000)'}, {'@type': 'bibr', '@target': '#b23', '#text': '(Kull, 1998)'}], '#text': 'It has increasingly been acknowledged that, though farmers are rational , they do not run a business but rather manage a household"
